State,Year,Quarter,district,registeredUsers
lakshadweep,2023,2,lakshadweep ,7585
lakshadweep,2023,3,lakshadweep ,7912
madhya-pradesh,2018,1,morena ,42153
madhya-pradesh,2018,1,alirajpur ,3746
madhya-pradesh,2018,1,sehore ,61158
madhya-pradesh,2018,1,rajgarh ,39336
madhya-pradesh,2018,1,khargone ,40995
madhya-pradesh,2018,1,satna ,59252
madhya-pradesh,2018,1,narsinghpur ,38027
madhya-pradesh,2018,1,jabalpur ,115953
madhya-pradesh,2018,1,hoshangabad ,50658
madhya-pradesh,2018,1,vidisha ,43378
madhya-pradesh,2018,1,balaghat ,38064
madhya-pradesh,2018,1,singrauli ,45254
madhya-pradesh,2018,1,betul ,49045
madhya-pradesh,2018,1,sidhi ,20030
madhya-pradesh,2018,1,datia ,16322
madhya-pradesh,2018,1,dewas ,62902
madhya-pradesh,2018,1,sheopur ,9808
madhya-pradesh,2018,1,neemuch ,27995
madhya-pradesh,2018,1,raisen ,47344
madhya-pradesh,2018,1,mandsaur ,42041
madhya-pradesh,2018,1,barwani ,15811
madhya-pradesh,2018,1,katni ,28098
madhya-pradesh,2018,1,dindori ,6114
madhya-pradesh,2018,1,shivpuri ,25449
madhya-pradesh,2018,1,gwalior ,142453
madhya-pradesh,2018,1,anuppur ,18656
madhya-pradesh,2018,1,agar malwa ,12058
madhya-pradesh,2018,1,ashoknagar ,16495
madhya-pradesh,2018,1,sagar ,72857
madhya-pradesh,2018,1,niwari ,6771
madhya-pradesh,2018,1,rewa ,73336
madhya-pradesh,2018,1,shajapur ,29995
madhya-pradesh,2018,1,ujjain ,84441
madhya-pradesh,2018,1,bhind ,34085
madhya-pradesh,2018,1,tikamgarh ,15917
madhya-pradesh,2018,1,seoni ,29095
madhya-pradesh,2018,1,harda ,18120
madhya-pradesh,2018,1,burhanpur ,16077
madhya-pradesh,2018,1,damoh ,24961
madhya-pradesh,2018,1,bhopal ,307312
madhya-pradesh,2018,1,jhabua ,9632
madhya-pradesh,2018,1,dhar ,63440
madhya-pradesh,2018,1,guna ,36829
madhya-pradesh,2018,1,east nimar ,29308
madhya-pradesh,2018,1,chhindwara ,65005
madhya-pradesh,2018,1,umaria ,11572
madhya-pradesh,2018,1,mandla ,13593
madhya-pradesh,2018,1,indore ,366977
madhya-pradesh,2018,1,shahdol ,26509
madhya-pradesh,2018,1,ratlam ,49298
madhya-pradesh,2018,1,panna ,13874
madhya-pradesh,2018,1,chhatarpur ,36004
madhya-pradesh,2018,2,morena ,58065
madhya-pradesh,2018,2,alirajpur ,5452
madhya-pradesh,2018,2,sehore ,82040
madhya-pradesh,2018,2,rajgarh ,54095
madhya-pradesh,2018,2,khargone ,56609
madhya-pradesh,2018,2,satna ,81811
madhya-pradesh,2018,2,narsinghpur ,51214
madhya-pradesh,2018,2,jabalpur ,155624
madhya-pradesh,2018,2,hoshangabad ,67994
madhya-pradesh,2018,2,vidisha ,59517
madhya-pradesh,2018,2,balaghat ,51925
madhya-pradesh,2018,2,singrauli ,59664
madhya-pradesh,2018,2,betul ,66003
madhya-pradesh,2018,2,sidhi ,27757
madhya-pradesh,2018,2,datia ,23685
madhya-pradesh,2018,2,dewas ,84342
madhya-pradesh,2018,2,sheopur ,13621
madhya-pradesh,2018,2,neemuch ,37523
madhya-pradesh,2018,2,raisen ,63216
madhya-pradesh,2018,2,mandsaur ,56151
madhya-pradesh,2018,2,barwani ,22443
madhya-pradesh,2018,2,katni ,39536
madhya-pradesh,2018,2,dindori ,9224
madhya-pradesh,2018,2,shivpuri ,37234
madhya-pradesh,2018,2,gwalior ,193605
madhya-pradesh,2018,2,anuppur ,25374
madhya-pradesh,2018,2,agar malwa ,16753
madhya-pradesh,2018,2,ashoknagar ,23253
madhya-pradesh,2018,2,sagar ,100623
madhya-pradesh,2018,2,niwari ,9413
madhya-pradesh,2018,2,rewa ,100661
madhya-pradesh,2018,2,shajapur ,41285
madhya-pradesh,2018,2,ujjain ,113216
madhya-pradesh,2018,2,bhind ,47639
madhya-pradesh,2018,2,tikamgarh ,21942
madhya-pradesh,2018,2,seoni ,39979
madhya-pradesh,2018,2,harda ,24635
madhya-pradesh,2018,2,burhanpur ,22302
madhya-pradesh,2018,2,damoh ,33463
madhya-pradesh,2018,2,bhopal ,398498
madhya-pradesh,2018,2,jhabua ,13499
madhya-pradesh,2018,2,dhar ,86280
madhya-pradesh,2018,2,guna ,52881
madhya-pradesh,2018,2,east nimar ,39725
madhya-pradesh,2018,2,chhindwara ,87704
madhya-pradesh,2018,2,umaria ,15772
madhya-pradesh,2018,2,mandla ,19276
madhya-pradesh,2018,2,indore ,479904
madhya-pradesh,2018,2,shahdol ,35993
madhya-pradesh,2018,2,ratlam ,66181
madhya-pradesh,2018,2,panna ,18555
madhya-pradesh,2018,2,chhatarpur ,48506
madhya-pradesh,2018,3,morena ,75004
madhya-pradesh,2018,3,alirajpur ,7606
madhya-pradesh,2018,3,sehore ,103905
madhya-pradesh,2018,3,rajgarh ,70348
madhya-pradesh,2018,3,khargone ,72892
madhya-pradesh,2018,3,satna ,103407
madhya-pradesh,2018,3,narsinghpur ,64578
madhya-pradesh,2018,3,jabalpur ,193535
madhya-pradesh,2018,3,hoshangabad ,84713
madhya-pradesh,2018,3,vidisha ,76590
madhya-pradesh,2018,3,balaghat ,68079
madhya-pradesh,2018,3,singrauli ,73175
madhya-pradesh,2018,3,betul ,83041
madhya-pradesh,2018,3,sidhi ,35518
madhya-pradesh,2018,3,datia ,30483
madhya-pradesh,2018,3,dewas ,105774
madhya-pradesh,2018,3,sheopur ,17723
madhya-pradesh,2018,3,neemuch ,47901
madhya-pradesh,2018,3,raisen ,78648
madhya-pradesh,2018,3,mandsaur ,73577
madhya-pradesh,2018,3,barwani ,29421
madhya-pradesh,2018,3,katni ,49748
madhya-pradesh,2018,3,dindori ,12903
madhya-pradesh,2018,3,shivpuri ,47616
madhya-pradesh,2018,3,gwalior ,236305
madhya-pradesh,2018,3,anuppur ,32188
madhya-pradesh,2018,3,agar malwa ,22143
madhya-pradesh,2018,3,ashoknagar ,30102
madhya-pradesh,2018,3,sagar ,128283
madhya-pradesh,2018,3,niwari ,12173
madhya-pradesh,2018,3,rewa ,125803
madhya-pradesh,2018,3,shajapur ,52686
madhya-pradesh,2018,3,ujjain ,143770
madhya-pradesh,2018,3,bhind ,61906
madhya-pradesh,2018,3,tikamgarh ,28168
madhya-pradesh,2018,3,seoni ,51561
madhya-pradesh,2018,3,harda ,30835
madhya-pradesh,2018,3,burhanpur ,28441
madhya-pradesh,2018,3,damoh ,42032
madhya-pradesh,2018,3,bhopal ,474192
madhya-pradesh,2018,3,jhabua ,18084
madhya-pradesh,2018,3,dhar ,110726
madhya-pradesh,2018,3,guna ,67630
madhya-pradesh,2018,3,east nimar ,50390
madhya-pradesh,2018,3,chhindwara ,109266
madhya-pradesh,2018,3,umaria ,20386
madhya-pradesh,2018,3,mandla ,25522
madhya-pradesh,2018,3,indore ,585621
madhya-pradesh,2018,3,shahdol ,45154
madhya-pradesh,2018,3,ratlam ,85431
madhya-pradesh,2018,3,panna ,24008
madhya-pradesh,2018,3,chhatarpur ,60318
madhya-pradesh,2018,4,morena ,95267
madhya-pradesh,2018,4,alirajpur ,10442
madhya-pradesh,2018,4,sehore ,125974
madhya-pradesh,2018,4,rajgarh ,88511
madhya-pradesh,2018,4,khargone ,91189
madhya-pradesh,2018,4,satna ,133865
madhya-pradesh,2018,4,narsinghpur ,80034
madhya-pradesh,2018,4,jabalpur ,248495
madhya-pradesh,2018,4,hoshangabad ,104621
madhya-pradesh,2018,4,vidisha ,95544
madhya-pradesh,2018,4,balaghat ,88279
madhya-pradesh,2018,4,singrauli ,90217
madhya-pradesh,2018,4,betul ,103060
madhya-pradesh,2018,4,sidhi ,46218
madhya-pradesh,2018,4,datia ,39314
madhya-pradesh,2018,4,dewas ,129719
madhya-pradesh,2018,4,sheopur ,22653
madhya-pradesh,2018,4,neemuch ,59043
madhya-pradesh,2018,4,raisen ,97966
madhya-pradesh,2018,4,mandsaur ,91133
madhya-pradesh,2018,4,barwani ,37607
madhya-pradesh,2018,4,katni ,65040
madhya-pradesh,2018,4,dindori ,17502
madhya-pradesh,2018,4,shivpuri ,60316
madhya-pradesh,2018,4,gwalior ,284894
madhya-pradesh,2018,4,anuppur ,41252
madhya-pradesh,2018,4,agar malwa ,27331
madhya-pradesh,2018,4,ashoknagar ,37390
madhya-pradesh,2018,4,sagar ,162788
madhya-pradesh,2018,4,niwari ,15512
madhya-pradesh,2018,4,rewa ,160024
madhya-pradesh,2018,4,shajapur ,64217
madhya-pradesh,2018,4,ujjain ,177894
madhya-pradesh,2018,4,bhind ,78871
madhya-pradesh,2018,4,tikamgarh ,36395
madhya-pradesh,2018,4,seoni ,66772
madhya-pradesh,2018,4,harda ,37692
madhya-pradesh,2018,4,burhanpur ,35494
madhya-pradesh,2018,4,damoh ,52293
madhya-pradesh,2018,4,bhopal ,571518
madhya-pradesh,2018,4,jhabua ,23354
madhya-pradesh,2018,4,dhar ,137501
madhya-pradesh,2018,4,guna ,83686
madhya-pradesh,2018,4,east nimar ,62581
madhya-pradesh,2018,4,chhindwara ,139301
madhya-pradesh,2018,4,umaria ,26096
madhya-pradesh,2018,4,mandla ,34894
madhya-pradesh,2018,4,indore ,712479
madhya-pradesh,2018,4,shahdol ,58381
madhya-pradesh,2018,4,ratlam ,104855
madhya-pradesh,2018,4,panna ,31291
madhya-pradesh,2018,4,chhatarpur ,78677
madhya-pradesh,2019,1,morena ,113900
madhya-pradesh,2019,1,alirajpur ,13122
madhya-pradesh,2019,1,sehore ,149925
madhya-pradesh,2019,1,rajgarh ,106743
madhya-pradesh,2019,1,khargone ,109408
madhya-pradesh,2019,1,satna ,160954
madhya-pradesh,2019,1,narsinghpur ,95833
madhya-pradesh,2019,1,jabalpur ,295042
madhya-pradesh,2019,1,hoshangabad ,123858
madhya-pradesh,2019,1,vidisha ,112602
madhya-pradesh,2019,1,balaghat ,108073
madhya-pradesh,2019,1,singrauli ,107427
madhya-pradesh,2019,1,betul ,122961
madhya-pradesh,2019,1,sidhi ,55922
madhya-pradesh,2019,1,datia ,46221
madhya-pradesh,2019,1,dewas ,155786
madhya-pradesh,2019,1,sheopur ,27456
madhya-pradesh,2019,1,neemuch ,72918
madhya-pradesh,2019,1,raisen ,117214
madhya-pradesh,2019,1,mandsaur ,112086
madhya-pradesh,2019,1,barwani ,46138
madhya-pradesh,2019,1,katni ,79580
madhya-pradesh,2019,1,dindori ,22197
madhya-pradesh,2019,1,shivpuri ,73259
madhya-pradesh,2019,1,gwalior ,331504
madhya-pradesh,2019,1,anuppur ,49988
madhya-pradesh,2019,1,agar malwa ,33425
madhya-pradesh,2019,1,ashoknagar ,44386
madhya-pradesh,2019,1,sagar ,194467
madhya-pradesh,2019,1,niwari ,19076
madhya-pradesh,2019,1,rewa ,188803
madhya-pradesh,2019,1,shajapur ,76924
madhya-pradesh,2019,1,ujjain ,214818
madhya-pradesh,2019,1,bhind ,94313
madhya-pradesh,2019,1,tikamgarh ,44716
madhya-pradesh,2019,1,seoni ,82398
madhya-pradesh,2019,1,harda ,43995
madhya-pradesh,2019,1,burhanpur ,42152
madhya-pradesh,2019,1,damoh ,62435
madhya-pradesh,2019,1,bhopal ,670417
madhya-pradesh,2019,1,jhabua ,29064
madhya-pradesh,2019,1,dhar ,166663
madhya-pradesh,2019,1,guna ,98816
madhya-pradesh,2019,1,east nimar ,75806
madhya-pradesh,2019,1,chhindwara ,168633
madhya-pradesh,2019,1,umaria ,31962
madhya-pradesh,2019,1,mandla ,44325
madhya-pradesh,2019,1,indore ,844465
madhya-pradesh,2019,1,shahdol ,71433
madhya-pradesh,2019,1,ratlam ,127023
madhya-pradesh,2019,1,panna ,38426
madhya-pradesh,2019,1,chhatarpur ,95345
madhya-pradesh,2019,2,morena ,130988
madhya-pradesh,2019,2,alirajpur ,15642
madhya-pradesh,2019,2,sehore ,168843
madhya-pradesh,2019,2,rajgarh ,122223
madhya-pradesh,2019,2,khargone ,126108
madhya-pradesh,2019,2,satna ,182176
madhya-pradesh,2019,2,narsinghpur ,108271
madhya-pradesh,2019,2,jabalpur ,336963
madhya-pradesh,2019,2,hoshangabad ,139812
madhya-pradesh,2019,2,vidisha ,127894
madhya-pradesh,2019,2,balaghat ,124374
madhya-pradesh,2019,2,singrauli ,118756
madhya-pradesh,2019,2,betul ,139098
madhya-pradesh,2019,2,sidhi ,63838
madhya-pradesh,2019,2,datia ,51973
madhya-pradesh,2019,2,dewas ,177137
madhya-pradesh,2019,2,sheopur ,31903
madhya-pradesh,2019,2,neemuch ,83550
madhya-pradesh,2019,2,raisen ,132559
madhya-pradesh,2019,2,mandsaur ,128631
madhya-pradesh,2019,2,barwani ,54556
madhya-pradesh,2019,2,katni ,92245
madhya-pradesh,2019,2,dindori ,26511
madhya-pradesh,2019,2,shivpuri ,86583
madhya-pradesh,2019,2,gwalior ,373367
madhya-pradesh,2019,2,anuppur ,56658
madhya-pradesh,2019,2,agar malwa ,38600
madhya-pradesh,2019,2,ashoknagar ,50062
madhya-pradesh,2019,2,sagar ,219328
madhya-pradesh,2019,2,niwari ,22172
madhya-pradesh,2019,2,rewa ,211420
madhya-pradesh,2019,2,shajapur ,87512
madhya-pradesh,2019,2,ujjain ,247033
madhya-pradesh,2019,2,bhind ,109406
madhya-pradesh,2019,2,tikamgarh ,51785
madhya-pradesh,2019,2,seoni ,95004
madhya-pradesh,2019,2,harda ,49716
madhya-pradesh,2019,2,burhanpur ,47659
madhya-pradesh,2019,2,damoh ,70868
madhya-pradesh,2019,2,bhopal ,756839
madhya-pradesh,2019,2,jhabua ,34299
madhya-pradesh,2019,2,dhar ,190659
madhya-pradesh,2019,2,guna ,112899
madhya-pradesh,2019,2,east nimar ,87794
madhya-pradesh,2019,2,chhindwara ,192226
madhya-pradesh,2019,2,umaria ,36814
madhya-pradesh,2019,2,mandla ,52317
madhya-pradesh,2019,2,indore ,955207
madhya-pradesh,2019,2,shahdol ,80859
madhya-pradesh,2019,2,ratlam ,144931
madhya-pradesh,2019,2,panna ,44821
madhya-pradesh,2019,2,chhatarpur ,110283
madhya-pradesh,2019,3,morena ,148083
madhya-pradesh,2019,3,alirajpur ,18270
madhya-pradesh,2019,3,sehore ,187387
madhya-pradesh,2019,3,rajgarh ,136848
madhya-pradesh,2019,3,khargone ,141346
madhya-pradesh,2019,3,satna ,203019
madhya-pradesh,2019,3,narsinghpur ,120875
madhya-pradesh,2019,3,jabalpur ,380209
madhya-pradesh,2019,3,hoshangabad ,155059
madhya-pradesh,2019,3,vidisha ,144856
madhya-pradesh,2019,3,balaghat ,140473
madhya-pradesh,2019,3,singrauli ,128398
madhya-pradesh,2019,3,betul ,154313
madhya-pradesh,2019,3,sidhi ,70641
madhya-pradesh,2019,3,datia ,57230
madhya-pradesh,2019,3,dewas ,198483
madhya-pradesh,2019,3,sheopur ,35602
madhya-pradesh,2019,3,neemuch ,93754
madhya-pradesh,2019,3,raisen ,146998
madhya-pradesh,2019,3,mandsaur ,144312
madhya-pradesh,2019,3,barwani ,62370
madhya-pradesh,2019,3,katni ,103909
madhya-pradesh,2019,3,dindori ,29957
madhya-pradesh,2019,3,shivpuri ,99753
madhya-pradesh,2019,3,gwalior ,417846
madhya-pradesh,2019,3,anuppur ,62143
madhya-pradesh,2019,3,agar malwa ,43676
madhya-pradesh,2019,3,ashoknagar ,55130
madhya-pradesh,2019,3,sagar ,243729
madhya-pradesh,2019,3,niwari ,24850
madhya-pradesh,2019,3,rewa ,232367
madhya-pradesh,2019,3,shajapur ,98393
madhya-pradesh,2019,3,ujjain ,280589
madhya-pradesh,2019,3,bhind ,123531
madhya-pradesh,2019,3,tikamgarh ,58461
madhya-pradesh,2019,3,seoni ,105476
madhya-pradesh,2019,3,harda ,54924
madhya-pradesh,2019,3,burhanpur ,54323
madhya-pradesh,2019,3,damoh ,78642
madhya-pradesh,2019,3,bhopal ,846170
madhya-pradesh,2019,3,jhabua ,39668
madhya-pradesh,2019,3,dhar ,214712
madhya-pradesh,2019,3,guna ,129027
madhya-pradesh,2019,3,east nimar ,98963
madhya-pradesh,2019,3,chhindwara ,214945
madhya-pradesh,2019,3,umaria ,40677
madhya-pradesh,2019,3,mandla ,59617
madhya-pradesh,2019,3,indore ,1071598
madhya-pradesh,2019,3,shahdol ,89794
madhya-pradesh,2019,3,ratlam ,163826
madhya-pradesh,2019,3,panna ,49989
madhya-pradesh,2019,3,chhatarpur ,125453
madhya-pradesh,2019,4,morena ,167329
madhya-pradesh,2019,4,alirajpur ,21450
madhya-pradesh,2019,4,sehore ,208256
madhya-pradesh,2019,4,rajgarh ,154830
madhya-pradesh,2019,4,khargone ,160372
madhya-pradesh,2019,4,satna ,228680
madhya-pradesh,2019,4,narsinghpur ,134332
madhya-pradesh,2019,4,jabalpur ,422786
madhya-pradesh,2019,4,hoshangabad ,172206
madhya-pradesh,2019,4,vidisha ,165400
madhya-pradesh,2019,4,balaghat ,159937
madhya-pradesh,2019,4,singrauli ,142034
madhya-pradesh,2019,4,betul ,173691
madhya-pradesh,2019,4,sidhi ,80459
madhya-pradesh,2019,4,datia ,64135
madhya-pradesh,2019,4,dewas ,221533
madhya-pradesh,2019,4,sheopur ,40736
madhya-pradesh,2019,4,neemuch ,105842
madhya-pradesh,2019,4,raisen ,165108
madhya-pradesh,2019,4,mandsaur ,164446
madhya-pradesh,2019,4,barwani ,72187
madhya-pradesh,2019,4,katni ,117834
madhya-pradesh,2019,4,dindori ,34661
madhya-pradesh,2019,4,shivpuri ,117138
madhya-pradesh,2019,4,gwalior ,461960
madhya-pradesh,2019,4,anuppur ,69666
madhya-pradesh,2019,4,agar malwa ,49638
madhya-pradesh,2019,4,ashoknagar ,61984
madhya-pradesh,2019,4,sagar ,272650
madhya-pradesh,2019,4,niwari ,27993
madhya-pradesh,2019,4,rewa ,260351
madhya-pradesh,2019,4,shajapur ,111387
madhya-pradesh,2019,4,ujjain ,314250
madhya-pradesh,2019,4,bhind ,140487
madhya-pradesh,2019,4,tikamgarh ,67015
madhya-pradesh,2019,4,seoni ,119177
madhya-pradesh,2019,4,harda ,61192
madhya-pradesh,2019,4,burhanpur ,62012
madhya-pradesh,2019,4,damoh ,88723
madhya-pradesh,2019,4,bhopal ,926576
madhya-pradesh,2019,4,jhabua ,45768
madhya-pradesh,2019,4,dhar ,242108
madhya-pradesh,2019,4,guna ,150709
madhya-pradesh,2019,4,east nimar ,111341
madhya-pradesh,2019,4,chhindwara ,240962
madhya-pradesh,2019,4,umaria ,45879
madhya-pradesh,2019,4,mandla ,68825
madhya-pradesh,2019,4,indore ,1181500
madhya-pradesh,2019,4,shahdol ,101136
madhya-pradesh,2019,4,ratlam ,183893
madhya-pradesh,2019,4,panna ,57005
madhya-pradesh,2019,4,chhatarpur ,145672
madhya-pradesh,2020,1,morena ,187857
madhya-pradesh,2020,1,alirajpur ,24827
madhya-pradesh,2020,1,sehore ,228553
madhya-pradesh,2020,1,rajgarh ,174122
madhya-pradesh,2020,1,khargone ,180658
madhya-pradesh,2020,1,satna ,253988
madhya-pradesh,2020,1,narsinghpur ,148190
madhya-pradesh,2020,1,jabalpur ,462069
madhya-pradesh,2020,1,hoshangabad ,190416
madhya-pradesh,2020,1,vidisha ,184757
madhya-pradesh,2020,1,balaghat ,179810
madhya-pradesh,2020,1,singrauli ,156321
madhya-pradesh,2020,1,betul ,193348
madhya-pradesh,2020,1,sidhi ,90719
madhya-pradesh,2020,1,datia ,71709
madhya-pradesh,2020,1,dewas ,245317
madhya-pradesh,2020,1,sheopur ,46567
madhya-pradesh,2020,1,neemuch ,118143
madhya-pradesh,2020,1,raisen ,184402
madhya-pradesh,2020,1,mandsaur ,183327
madhya-pradesh,2020,1,barwani ,82596
madhya-pradesh,2020,1,katni ,131655
madhya-pradesh,2020,1,dindori ,39433
madhya-pradesh,2020,1,shivpuri ,134692
madhya-pradesh,2020,1,gwalior ,506221
madhya-pradesh,2020,1,anuppur ,76969
madhya-pradesh,2020,1,agar malwa ,56419
madhya-pradesh,2020,1,ashoknagar ,69791
madhya-pradesh,2020,1,sagar ,299753
madhya-pradesh,2020,1,niwari ,31223
madhya-pradesh,2020,1,rewa ,285832
madhya-pradesh,2020,1,shajapur ,124615
madhya-pradesh,2020,1,ujjain ,349476
madhya-pradesh,2020,1,bhind ,159089
madhya-pradesh,2020,1,tikamgarh ,75937
madhya-pradesh,2020,1,seoni ,133334
madhya-pradesh,2020,1,harda ,67392
madhya-pradesh,2020,1,burhanpur ,70827
madhya-pradesh,2020,1,damoh ,98583
madhya-pradesh,2020,1,bhopal ,1003288
madhya-pradesh,2020,1,jhabua ,52803
madhya-pradesh,2020,1,dhar ,270891
madhya-pradesh,2020,1,guna ,169946
madhya-pradesh,2020,1,east nimar ,125273
madhya-pradesh,2020,1,chhindwara ,268008
madhya-pradesh,2020,1,umaria ,51076
madhya-pradesh,2020,1,mandla ,77954
madhya-pradesh,2020,1,indore ,1287857
madhya-pradesh,2020,1,shahdol ,112022
madhya-pradesh,2020,1,ratlam ,204718
madhya-pradesh,2020,1,panna ,64176
madhya-pradesh,2020,1,chhatarpur ,164422
madhya-pradesh,2020,2,morena ,217318
madhya-pradesh,2020,2,alirajpur ,31422
madhya-pradesh,2020,2,sehore ,251480
madhya-pradesh,2020,2,rajgarh ,198951
madhya-pradesh,2020,2,khargone ,210140
madhya-pradesh,2020,2,satna ,281414
madhya-pradesh,2020,2,narsinghpur ,166358
madhya-pradesh,2020,2,jabalpur ,507707
madhya-pradesh,2020,2,hoshangabad ,213924
madhya-pradesh,2020,2,vidisha ,207720
madhya-pradesh,2020,2,balaghat ,207076
madhya-pradesh,2020,2,singrauli ,171262
madhya-pradesh,2020,2,betul ,217297
madhya-pradesh,2020,2,sidhi ,102450
madhya-pradesh,2020,2,datia ,81212
madhya-pradesh,2020,2,dewas ,275957
madhya-pradesh,2020,2,sheopur ,54544
madhya-pradesh,2020,2,neemuch ,134827
madhya-pradesh,2020,2,raisen ,207040
madhya-pradesh,2020,2,mandsaur ,208900
madhya-pradesh,2020,2,barwani ,98117
madhya-pradesh,2020,2,katni ,148185
madhya-pradesh,2020,2,dindori ,45900
madhya-pradesh,2020,2,shivpuri ,156442
madhya-pradesh,2020,2,gwalior ,554377
madhya-pradesh,2020,2,anuppur ,85974
madhya-pradesh,2020,2,agar malwa ,66194
madhya-pradesh,2020,2,ashoknagar ,80288
madhya-pradesh,2020,2,sagar ,333878
madhya-pradesh,2020,2,niwari ,35711
madhya-pradesh,2020,2,rewa ,313486
madhya-pradesh,2020,2,shajapur ,142935
madhya-pradesh,2020,2,ujjain ,395028
madhya-pradesh,2020,2,bhind ,183346
madhya-pradesh,2020,2,tikamgarh ,87535
madhya-pradesh,2020,2,seoni ,152359
madhya-pradesh,2020,2,harda ,76370
madhya-pradesh,2020,2,burhanpur ,82919
madhya-pradesh,2020,2,damoh ,112085
madhya-pradesh,2020,2,bhopal ,1080094
madhya-pradesh,2020,2,jhabua ,67708
madhya-pradesh,2020,2,dhar ,310389
madhya-pradesh,2020,2,guna ,192017
madhya-pradesh,2020,2,east nimar ,145921
madhya-pradesh,2020,2,chhindwara ,302791
madhya-pradesh,2020,2,umaria ,57495
madhya-pradesh,2020,2,mandla ,90576
madhya-pradesh,2020,2,indore ,1410157
madhya-pradesh,2020,2,shahdol ,125221
madhya-pradesh,2020,2,ratlam ,233307
madhya-pradesh,2020,2,panna ,73675
madhya-pradesh,2020,2,chhatarpur ,186944
madhya-pradesh,2020,3,morena ,243100
madhya-pradesh,2020,3,alirajpur ,36425
madhya-pradesh,2020,3,sehore ,276075
madhya-pradesh,2020,3,rajgarh ,224388
madhya-pradesh,2020,3,khargone ,234694
